area_type,availability,location,size,society,total_sqft,bath,balcony,park_faci,dist_mainroad,price
Super built-up  Area,Ready To Move,Devarabeesana Halli,3 BHK,Thionav,1738,3,2,0,120,110
Super built-up  Area,Ready To Move,Brookefield,2 BHK,CidgeKn,1206,2,,0,100,90
Super built-up  Area,19-Mar,Hebbal,4 BHK,Raard B,2790,4,3,0,14,198
Super built-up  Area,18-Mar,Hebbal,2 BHK,,1162,2,1,0,131,59
Super built-up  Area,Ready To Move,Parappana Agrahara,2 BHK,,1194,2,2,0,29,46
Built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Adeatlm,1857,4,3,0,31,155
Built-up  Area,Ready To Move,Kattigenahalli,6 Bedroom,,3500,6,,1,6,115
Super built-up  Area,Ready To Move,Rajaji Nagar,2 BHK,PhestOn,1763,3,2,1,187,240
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,,1150,2,1,1,4,45.99
Plot  Area,Ready To Move,Koramangala,4 Bedroom,,2400,5,3,1,5,550
Super built-up  Area,Ready To Move,Chikkalasandra,2 BHK,V2avei ,1290,2,2,0,93,72
Built-up  Area,Ready To Move,Thubarahalli,4 BHK,VincyRe,3408,5,,0,41,145
Built-up  Area,Ready To Move,HBR Layout,2 Bedroom,,900,2,1,1,40,145
Built-up  Area,Ready To Move,Sanjay nagar,2 BHK,,1150,2,0,0,121,70
Plot  Area,Ready To Move,Banashankari,3 Bedroom,,1040,2,1,0,169,109
Super built-up  Area,Ready To Move,1hwanthpur,2 BHK,IBityin,1160,2,2,1,200,64.08
Super built-up  Area,Ready To Move,Soundarya Layout,2 BHK,,900,2,2,1,120,27
Plot  Area,Ready To Move,Sarjapur  Road,4 Bedroom,NVanat ,1750,3,1,0,156,185
Built-up  Area,18-Dec,Electronic City,3 BHK,,1320,2,1,1,181,38.12
Super built-up  Area,Ready To Move,Lingadheeranahalli,4 BHK,Soiewre,2240,4,2,0,126,160
Super built-up  Area,Ready To Move,Electronics City Phase 1,2 BHK,Shaceop,891,2,1,1,105,26
Plot  Area,Ready To Move,Udaya Nagar,5 Bedroom,,1000,4,3,0,126,80
Super built-up  Area,Ready To Move,Ambedkar Nagar,3 BHK,SoechHa,1852,3,2,1,134,125
Super built-up  Area,Ready To Move,Chandapura,3 BHK,Siissi ,1323,2,1,1,101,42
Super built-up  Area,Ready To Move,Vittasandra,2 BHK,Prlla C,1404,2,1,1,75,67.5
Built-up  Area,Ready To Move,Dodda Nekkundi,2 BHK,,1370,2,2,0,86,60
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,,1385,2,2,1,58,48.48
Super built-up  Area,Ready To Move,Gollarapalya Hosahalli,2 BHK,Mauner ,1129,2,1,0,185,50
Super built-up  Area,Ready To Move,Mahalakshmi Layout,3 BHK,Asmosz ,1876,3,1,0,67,150
Super built-up  Area,Ready To Move,Brooke Bond First Cross,3 BHK,Soosea ,1720,3,1,1,16,95
Plot  Area,Ready To Move,Jalahalli East,4 Bedroom,,1200,4,1,0,115,80
Super built-up  Area,Ready To Move,Mysore Road,2 BHK,PrntaEn,1175,2,2,1,200,86.68
Super built-up  Area,Ready To Move,Nagawara Junction,1 BHK,,500,1,2,0,149,51
Plot  Area,Ready To Move,Dasappa Layout,5 Bedroom,,1200,5,2,1,102,85
Built-up  Area,Ready To Move,Electronic City Phase II,1 BHK,,1200,1,0,1,192,295
Super built-up  Area,19-Jan,Hosa Road,3 BHK,Sosisic,1893,3,2,0,87,130
Super built-up  Area,Ready To Move,Whitefield,3 BHK,JahanSa,1430,3,2,0,155,52
Built-up  Area,Ready To Move,Green View Layout,2 BHK,DSeme S,850,2,2,1,122,45
Super built-up  Area,17-Mar,CV Raman Nagar,2 BHK,Pu270a ,1392,2,1,1,151,110
Super built-up  Area,21-Mar,Kanakpura Road,3 BHK,GolusLi,1938,3,3,0,124,105
Super built-up  Area,18-Oct,Chennammanakere Achukattu,2 BHK,,1020,2,2,1,173,52
Plot  Area,Ready To Move,"beml layout, basaveshwara nagar",3 Bedroom,,2400,2,1,0,41,360
Super built-up  Area,Ready To Move,HBR Layout,3 BHK,Giersin,1832,3,2,1,59,160
Super built-up  Area,Ready To Move,Konanakunte,3 BHK,,1423,2,2,1,49,85
Super built-up  Area,Ready To Move,Jakkur,2 BHK,HRaniIb,1432,2,1,0,180,85
Plot  Area,Ready To Move,2nd Block Hrbr Layout,4 Bedroom,,1350,4,3,0,6,235
Plot  Area,Ready To Move,BTM 2nd Stage,8 Bedroom,,1500,6,0,1,4,270
Super built-up  Area,Ready To Move,CV Raman Nagar,3 BHK,,1480,3,2,1,171,65
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,Puestol,1843,3,2,0,53,96.2
Plot  Area,Ready To Move,Lingarajapuram,3 Bedroom,,760,4,2,1,28,95
Super built-up  Area,18-Dec,Hulimavu,3 BHK,NiarkHy,1916,2,1,1,29,150
Super built-up  Area,Ready To Move,Hennur,2 BHK,,1255,2,1,0,193,55.5
Super built-up  Area,Ready To Move,Yelenahalli,2 BHK,,1160,2,2,1,103,44.08
Super built-up  Area,18-Jun,Old Madras Road,2 BHK,Brica E,2640,2,1,0,58,170
Super built-up  Area,Ready To Move,Bommanahalli,2 BHK,Maoseer,1160,2,3,1,77,53
Built-up  Area,Ready To Move,Lakshminarayana Pura,2 BHK,RothaVa,1200,2,1,1,157,80
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,,1100,2,1,0,82,44
Carpet  Area,Ready To Move,Ramagondanahalli,3 BHK,Reitice,1500,3,3,1,166,100
Super built-up  Area,18-May,Electronic City Phase II,3 BHK,MJtroty,1336,2,3,0,76,50.35
Built-up  Area,Ready To Move,Choodasandra,2 BHK,Maidsr ,1065,2,1,0,34,46
Super built-up  Area,Ready To Move,Hebbal,2 BHK,Prersis,1294,2,1,0,55,115
Super built-up  Area,Ready To Move,Rachenahalli,3 BHK,Sovar S,1550,3,2,1,76,68.5
Super built-up  Area,18-Dec,Whitefield,2 BHK,Prtates,1216,2,1,1,111,75
Super built-up  Area,Ready To Move,Bank Of Baroda Colony,2 BHK,,1005,2,2,1,162,40
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Brnia G,1430,2,1,0,85,102
Super built-up  Area,18-Dec,Frazer Town,4 BHK,Emsisy ,4100,4,3,1,82,660
Super built-up  Area,22-Jun,Hoodi,3 BHK,GoAirej,1660,3,2,1,111,125
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,Menue0,1430,2,3,1,8,56
Super built-up  Area,Ready To Move,Hennur Road,3 BHK,DSreerk,1470,2,1,0,60,75
Super built-up  Area,Ready To Move,Jalahalli,2 BHK,Vaniai ,1045,2,1,0,56,76.77
Super built-up  Area,Ready To Move,Hebbal,4 BHK,Brium C,4000 - 4450,6,0,0,94,359
Built-up  Area,Ready To Move,Anjanapura,2 BHK,ACopsva,950,2,0,1,47,30
Super built-up  Area,Ready To Move,Doddathoguru,3 BHK,SKterAs,1382,3,1,1,0,65
Super built-up  Area,Ready To Move,BTM 2nd Stage,2 BHK,,930,2,2,1,95,46
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,DSndsod,1660,2,2,0,38,116
Super built-up  Area,Ready To Move,Vijinapura,2 BHK,Vadidpl,1290,2,2,0,39,71.95
Built-up  Area,Ready To Move,Whitefield,3 BHK,JahanSa,1010,2,1,0,60,45
Built-up  Area,Ready To Move,Brookefield,4 BHK,Sringlv,3050,4,,0,108,130
Super built-up  Area,Ready To Move,Dodda Nekkundi,2 BHK,Adxira ,1200,2,2,0,175,71
Built-up  Area,Ready To Move,3rd Block Hrbr Layout,3 BHK,,1650,3,2,0,24,140
Super built-up  Area,Ready To Move,Budigere,3 BHK,PrityTr,1636,3,2,1,150,88
Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,PhestOn,2367,3,2,1,166,320
Super built-up  Area,Ready To Move,Budigere,2 BHK,PrityTr,1153,2,2,0,19,56.55
Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,SoisoCa,2087.01,4,2,1,69,160
Super built-up  Area,Ready To Move,LB Shastri Nagar,2 BHK,MancyRe,1200,2,1,1,197,47
Super built-up  Area,Ready To Move,HSR Layout,3 BHK,SrisePo,1844,3,1,1,192,89
Super built-up  Area,18-Dec,Hosa Road,3 BHK,Sosisic,142.84Sq. Meter,3,1,1,115,110
Super built-up  Area,Ready To Move,Begur Road,2 BHK,Dhalsh ,1215,2,1,1,131,43.75
Super built-up  Area,18-Jul,Sarjapur  Road,2 BHK,,1194,2,1,1,112,57
Built-up  Area,Ready To Move,Chennappa Layout,2 BHK,VaireSo,1220,2,2,1,132,52
Built-up  Area,Ready To Move,1st Block HBR Layout,4 BHK,,3150,4,2,1,163,150
Super built-up  Area,21-Dec,Kanakpura Road,1 BHK,PrarePa,525,1,1,0,57,26
Super built-up  Area,18-May,Bommasandra,2 BHK,SSestth,955,2,1,1,3,37.97
Built-up  Area,Ready To Move,Kadugondanahalli,5 Bedroom,,2000,5,,1,35,75
Super built-up  Area,18-Aug,Magadi Road,2 BHK,Vrenty ,884,2,1,1,117,48
Super built-up  Area,Ready To Move,Kathriguppe,2 BHK,,1250,2,1,0,144,68.75
Super built-up  Area,Ready To Move,Bommasandra Industrial Area,2 BHK,,7000,2,1,1,78,135
Plot  Area,Ready To Move,Dodda Nekkundi,3 Bedroom,FetatHa,2400,4,2,0,49,300
Super built-up  Area,Ready To Move,Harlur,4 BHK,Shodsir,2990,4,1,0,195,225
Super built-up  Area,Ready To Move,Bellandur,2 BHK,SRageri,1195,2,1,1,30,52
Super built-up  Area,Ready To Move,Sadhguru Layout,1 BHK,,2559,1,1,0,38,55
Built-up  Area,18-Mar,Begur,2 BHK,,1200,2,1,0,199,33
Super built-up  Area,18-Nov,Sarjapur  Road,2 BHK,AsastDe,984,2,1,0,56,45.75
Super built-up  Area,Ready To Move,Bommasandra,2 BHK,TCncyn ,1089,2,1,0,88,40
Super built-up  Area,19-Mar,Hennur Road,2 BHK,Orens G,1165,2,1,0,75,52
Super built-up  Area,Ready To Move,Chandapura,1 BHK,,410,1,1,1,21,10
Super built-up  Area,18-Dec,Hennur,3 BHK,Puveshe,1482,3,1,1,156,110
Built-up  Area,Ready To Move,Ramamurthy Nagar,2 Bedroom,,1200,2,1,1,117,68
Super built-up  Area,19-Dec,Kanakapura,3 BHK,GoityEt,1938,3,3,0,139,113
Super built-up  Area,18-Apr,Hormavu,3 BHK,,1166,2,2,0,130,34.97
Super built-up  Area,Ready To Move,Chikkalasandra,3 BHK,,1275,2,2,0,6,55.46
Super built-up  Area,Ready To Move,Mico Layout,2 BHK,Inasy E,1140,2,2,1,89,43
Plot  Area,Ready To Move,Hegde Nagar,4 Bedroom,Sotosty,3734,5,1,0,187,430
Super built-up  Area,Ready To Move,Tejaswini Nagar,1 BHK,Raood R,720,1,2,1,162,28
Plot  Area,18-Apr,Nagarbhavi,3 Bedroom,,1200,3,2,1,108,228
Built-up  Area,Ready To Move,Richards Town,2 BHK,Al0rrm,1100,2,1,0,115,90
Super built-up  Area,Ready To Move,Sector 7 HSR Layout,2 BHK,,1162,2,2,1,56,98.77
Built-up  Area,Ready To Move,Ramamurthy Nagar,1 Bedroom,,540,1,0,1,86,35
Super built-up  Area,Ready To Move,Rachenahalli,3 BHK,Sovar S,1550,2,2,0,51,73.5
Plot  Area,Ready To Move,R.T. Nagar,3 Bedroom,,1300,3,,1,186,145
Plot  Area,Ready To Move,Ullal Road,5 Bedroom,,1200,5,1,0,74,130
Super built-up  Area,Ready To Move,Chikbasavanapura,2 BHK,SatonLi,1220,2,2,0,163,60
Super built-up  Area,Ready To Move,Doddathoguru,2 BHK,,964,2,1,1,189,62
Built-up  Area,21-Dec,"Electronic City Phase 1, ",3 BHK,,1500,3,2,1,163,50
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,DSlesSp,1347,2,1,0,112,44
Super built-up  Area,Ready To Move,"JP Nagar 8th Phase, ",4 BHK,,5000,5,,0,147,250
Built-up  Area,Ready To Move,Bannerghatta Road,4 Bedroom,,3000,4,2,1,112,140
Super built-up  Area,18-Jun,Bannerghatta,2 BHK,,1120,2,1,0,130,42.5
Super built-up  Area,Ready To Move,Lake City,1 BHK,Prdenth,600,1,1,0,140,22.8
Super built-up  Area,18-Dec,Whitefield,3 BHK,Prtates,2321,4,1,1,37,157
Super built-up  Area,Ready To Move,Bhagyalakshmi Avenue,1 BHK,Prineth,540,1,2,0,140,24
Built-up  Area,Ready To Move,Hebbal,2 BHK,,1150,2,1,0,175,57
Built-up  Area,Ready To Move,Sonnenahalli,3 BHK,Skacak ,1484,3,1,1,178,75
Super built-up  Area,Ready To Move,Ramagondanahalli,3 BHK,Srdor S,1680,2,,1,18,68
Super built-up  Area,Ready To Move,Byagadadhenahalli,2 BHK,,620,2,1,1,171,23
Super built-up  Area,Ready To Move,Dodda Banaswadi,3 BHK,,1650,3,2,0,68,78
Super built-up  Area,18-Apr,Chuchangatta Colony,3 BHK,,1250,3,2,1,2,44
Super built-up  Area,18-Aug,Hanuman Nagar,3 BHK,,2072,3,2,0,194,108
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Usquaya,1105,2,2,1,24,40
Super built-up  Area,Ready To Move,Vidyaranyapura,2 BHK,Invenai,1200,2,2,1,120,60.5
Built-up  Area,Ready To Move,Kumaraswami Layout,7 Bedroom,,3100,7,3,0,200,145
Plot  Area,Ready To Move,Whitefield,4 Bedroom,Chllea ,4007,4,3,1,20,530
Super built-up  Area,Ready To Move,Electronic City,2 BHK,Itelaa ,550,2,1,0,10,16
Super built-up  Area,Ready To Move,Banashankari,3 BHK,,1340,2,2,0,191,53.6
Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,PhestOn,2409,3,3,0,179,395
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,,1194,2,2,0,144,46
Super built-up  Area,Ready To Move,Vittasandra,2 BHK,,1246,2,1,0,104,65
Built-up  Area,Ready To Move,Old Airport Road,2 BHK,Ca0roy,1055,2,3,1,153,75
Super built-up  Area,18-Dec,Hosa Road,3 BHK,Mahesr ,1541,3,1,1,85,69.61
Built-up  Area,Ready To Move,Harlur,2 BHK,,1370,2,2,0,80,88
Super built-up  Area,Ready To Move,Whitefield,2 BHK,Veitaus,1224,2,2,1,80,75
Plot  Area,Ready To Move,Kengeri Satellite Town,4 Bedroom,,650,2,1,1,144,58
Built-up  Area,Ready To Move,Kambipura,2 BHK,Prrtht ,883,2,1,0,93,39
Super built-up  Area,Ready To Move,1hwanthpur,3 BHK,IBityin,1676,3,,1,124,92.13
Built-up  Area,Ready To Move,Shree Ananth Nagar Layout,2 BHK,PrinePr,1154,2,1,0,89,57
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,Hahtsya,1610,3,3,0,108,78.5
Super built-up  Area,Ready To Move,Devasthanagalu,2 BHK,CMhidal,1057,2,1,1,0,42
Super built-up  Area,18-Jul,Raja Rajeshwari Nagar,2 BHK,Prllsan,1157,2,1,0,145,65
Plot  Area,18-May,Doddagubbi,4 Bedroom,,1200,4,1,1,121,85
Plot  Area,Ready To Move,Dasappa Layout,7 Bedroom,,1500,7,3,1,177,130
Super built-up  Area,Ready To Move,Gulimangala,2 BHK,Daxir E,980,2,3,1,117,35
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Vaine S,1140,2,1,0,185,40
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1206,2,1,0,47,40.7
Built-up  Area,Ready To Move,Electronic City Phase II,1 BHK,,575,1,1,0,51,16.75
Super built-up  Area,Ready To Move,Koramangala,3 BHK,K ncy R,1600,3,1,1,130,170
Plot  Area,Ready To Move,1st Stage Indira Nagar,4 Bedroom,,2400,4,1,0,165,500
Super built-up  Area,Ready To Move,Horamavu Agara,3 BHK,,1300,2,2,1,111,52
Super built-up  Area,18-Dec,Tunganagara,3 BHK,DSdidSp,1270,2,1,1,43,35.56
Super built-up  Area,18-Apr,Electronic City,2 BHK,Prarkun,1128,2,1,0,180,63.5
Super built-up  Area,Ready To Move,Electronics City Phase 1,1 BHK,Shiaa S,640,1,1,1,8,45
Super built-up  Area,Ready To Move,4th T block Jayanagar,3 BHK,,2400,3,2,1,34,185
Plot  Area,Ready To Move,TC Palaya,3 Bedroom,,1200,2,0,1,194,66
Super built-up  Area,Ready To Move,Kanakapura,2 BHK,SPavenc,1090,2,2,1,6,38.15
Super built-up  Area,Ready To Move,Electronic City,1 BHK,Itvir M,589,1,1,0,3,29
Super built-up  Area,18-Apr,Electronic City,2 BHK,,1125,2,1,0,95,28.13
Super built-up  Area,Ready To Move,Kogilu,2 BHK,,1140,2,2,0,2,50.66
Plot  Area,Ready To Move,Sarjapur  Road,4 Bedroom,Adeatlm,3150,4,2,1,139,500
Super built-up  Area,Ready To Move,Kundalahalli,2 BHK,Viuliap,1315,2,3,0,10,74
Plot  Area,Ready To Move,Billamaranahalli,2 Bedroom,AWharan,300Sq. Yards,2,2,1,148,150
Super built-up  Area,Ready To Move,Bellandur,3 BHK,AkonyHa,1435,2,2,0,158,115
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,,1092,2,2,1,29,44
Super built-up  Area,18-May,Kadugodi,2 BHK,Alestrb,1314,2,3,1,70,80
Super built-up  Area,Ready To Move,Koramangala,2 BHK,Gencysi,1260,2,1,0,15,100
Plot  Area,Ready To Move,Srirampura,7 Bedroom,,1875,5,1,1,199,192
Super built-up  Area,Ready To Move,Nagarbhavi,2 BHK,,1080,2,1,1,46,49
Built-up  Area,Ready To Move,Nagasandra,8 Bedroom,,4000,8,3,0,161,160
Super built-up  Area,18-Feb,Mysore Road,3 BHK,PrawnRa,1082,2,1,1,78,45
Super built-up  Area,Ready To Move,Jakkur,3 BHK,,1150,3,2,0,177,65
Super built-up  Area,18-Dec,Hennur Road,2 BHK,DSeldpr,1052,2,1,0,53,34.72
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,,1045,2,1,0,57,45
Built-up  Area,Ready To Move,Kodigehaali,3 BHK,Shyas S,1442,3,2,0,189,80
Super built-up  Area,Ready To Move,Kaggadasapura,3 BHK,SrncyRe,1500,2,2,1,148,75
Super built-up  Area,Ready To Move,Marsur,2 BHK,Asara S,497,1,1,0,31,20
Super built-up  Area,Ready To Move,Hennur,2 BHK,Shateor,1255,2,1,1,53,53.57
Super built-up  Area,22-Jan,Vajarahalli,3 BHK,,1432,3,2,1,57,79
Built-up  Area,Ready To Move,Kundalahalli,3 Bedroom,Roima A,2100,3,2,0,187,150
Built-up  Area,Ready To Move,Hennur Road,2 BHK,Eltert ,1450,2,2,0,59,80
Super built-up  Area,18-May,Sarjapur  Road,2 BHK,PualeSk,1346,2,1,0,180,69.61
Super built-up  Area,Ready To Move,Kumaraswami Layout,2 BHK,,1200,2,2,1,151,29
Super built-up  Area,Ready To Move,Electronic City Phase II,3 BHK,Assha A,925,2,1,1,55,49.82
Super built-up  Area,Ready To Move,Dasarahalli,2 BHK,,1160,2,2,1,1,49
Super built-up  Area,18-Apr,Lingadheeranahalli,3 BHK,Shiumi ,1768,3,3,1,168,81.31
Super built-up  Area,Ready To Move,Kothanur,2 BHK,,1094,2,2,0,94,54
Super built-up  Area,Ready To Move,Seetharampalya,3 BHK,,1500,3,3,0,146,90
Built-up  Area,Ready To Move,Gubbalala,3 BHK,MauilTr,1745,3,2,0,111,130
Built-up  Area,Ready To Move,Bommanahalli,7 Bedroom,,2875,7,,1,93,85
Super built-up  Area,Ready To Move,Byadarahalli,4 BHK,ETntsce,3500,3,3,0,121,425
Super built-up  Area,Ready To Move,Sonnenahalli,3 BHK,AdtusAn,1550,3,1,0,124,50
Super built-up  Area,Ready To Move,Rajiv Nagar,4 BHK,PuoodSk,2340,5,1,1,141,160
Super built-up  Area,19-Mar,Whitefield,3 BHK,Prtates,1655,3,2,0,9,113
Super built-up  Area,19-Jan,Battarahalli,3 BHK,PaontWa,2024,3,2,1,170,103
Built-up  Area,Ready To Move,Siddapura,4 Bedroom,PrstaLa,3100,5,0,1,140,425
Super built-up  Area,Ready To Move,Jalahalli,3 BHK,AFe 3Ph,1575,4,3,0,46,100
Super built-up  Area,18-Dec,Iblur Village,3 BHK,DNionfl,1920,3,2,1,142,130
Built-up  Area,Ready To Move,Sarjapur  Road,4 Bedroom,Adeatlm,6200,4,2,1,29,744
Super built-up  Area,Ready To Move,Kambipura,3 BHK,Prrtht ,1082,2,1,1,55,55
Super built-up  Area,Ready To Move,BTM 2nd Stage,3 BHK,Jancyva,1265,2,3,1,71,55
Super built-up  Area,Ready To Move,Kengeri Satellite Town KHB Apartment,3 BHK,,1100,2,2,1,68,45
Plot  Area,Ready To Move,Margondanahalli,2 Bedroom,,1160,2,1,0,107,65
Super built-up  Area,Ready To Move,Vittasandra,2 BHK,Prlla C,1246,2,1,0,115,67.4
Super built-up  Area,19-Mar,Hosa Road,1 BHK,Skume R,615,1,1,1,73,43.08
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,Prhna S,1128,2,1,0,109,60
Super built-up  Area,Ready To Move,Tirumanahalli,2 BHK,AmiewLa,1260,2,1,1,87,55
Super built-up  Area,Ready To Move,Bellandur,3 BHK,OriewLa,1830,3,3,1,170,89.89
Super built-up  Area,Ready To Move,Sarjapur,3 BHK,,1525,2,2,1,134,68
Super built-up  Area,18-Jan,Yelahanka,1 BHK,Prensya,602,2,1,0,161,30
Built-up  Area,Ready To Move,Kumaraswami Layout,7 Bedroom,,3000,4,2,1,197,400
Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,Golmsn ,1835,3,3,1,192,89
Built-up  Area,Ready To Move,Kanakpura Road,3 BHK,JRrnauv,1250,3,3,0,191,62.6
Plot  Area,Ready To Move,Subhash Nagar,4 Bedroom,,1200,4,1,1,26,110
Super built-up  Area,Ready To Move,Murugeshpalya,3 BHK,Vestas ,1855,3,3,0,86,96
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,JRrnauv,1450,3,3,1,91,60.91
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,PraleSi,2089,3,2,1,148,148
Super built-up  Area,Ready To Move,Haralur Road,3 BHK,NRowse ,1464,3,2,1,187,56
Plot  Area,Ready To Move,Banashankari Stage VI,4 Bedroom,,4800,3,2,1,100,200
Built-up  Area,Ready To Move,Begur Road,2 BHK,Dhalsh ,1200,2,2,1,183,44.73
Super built-up  Area,Ready To Move,Sarjapur,2 BHK,Coa 3t ,1095,2,1,0,23,45
Plot  Area,Ready To Move,Ambedkar Nagar,3 Bedroom,Thessrm,2900,3,2,1,74,297
Super built-up  Area,Ready To Move,BTM 2nd Stage,3 BHK,Saarlth,2500,3,2,0,80,345
Built-up  Area,Ready To Move,Kothanur,3 BHK,EiionCa,1170,3,2,1,123,80
Super built-up  Area,Ready To Move,6th Phase JP Nagar,2 BHK,HMinebo,1280,2,1,0,39,88
Super built-up  Area,18-Jul,Rajaji Nagar,2 BHK,Puwerun,1224,2,0,1,148,105
Built-up  Area,Ready To Move,Thanisandra,3 BHK,Soitya ,1694,3,1,1,170,125
Super built-up  Area,Ready To Move,Electronic City,2 BHK,KBityo ,825,2,1,1,73,30
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,,1612,3,1,1,81,98.38
Super built-up  Area,18-Aug,Chandapura,2 BHK,SunceEs,985,2,1,1,18,25.12
Super built-up  Area,Ready To Move,Murugeshpalya,2 BHK,Sahtsi ,1175,2,2,1,141,75
Plot  Area,Ready To Move,Sunkadakatte,1 Bedroom,,600,1,0,0,179,24
Built-up  Area,Ready To Move,Whitefield,3 BHK,SneurGr,1740,3,3,1,58,85
Super built-up  Area,Ready To Move,Carmelaram,3 BHK,DSensn ,1770,3,2,1,113,99
Plot  Area,Ready To Move,HAL 2nd Stage,8 Bedroom,,1000,7,3,0,164,260
Super built-up  Area,18-Aug,Horamavu Agara,2 BHK,S2ionrn,1090,2,1,1,107,46
Plot  Area,Ready To Move,Vasanth nagar,6 Bedroom,,2295,3,0,1,76,650
Built-up  Area,Ready To Move,Whitefield,5 Bedroom,,4144,5,1,0,13,331
Super built-up  Area,Ready To Move,Jogupalya,3 BHK,Ra0r M,1800,3,1,0,144,130
Super built-up  Area,Ready To Move,Jigani,3 BHK,DLhtsan,1221,3,3,1,84,65
Super built-up  Area,18-Jun,8th Phase JP Nagar,2 BHK,Maian M,1046,2,1,0,39,48
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,Ayaya A,1290,2,3,0,0,56.12
Built-up  Area,18-Dec,Electronic City Phase II,2 BHK,Sryalan,1065,2,1,1,34,30.76
Super built-up  Area,Ready To Move,Ambedkar Nagar,3 BHK,SoechHa,1850,4,2,0,179,121
Super built-up  Area,Ready To Move,Battarahalli,2 BHK,SraveHi,1097,2,1,1,145,49
Super built-up  Area,Ready To Move,Kalena Agrahara,2 BHK,Mykyayi,1200,3,2,1,77,70
Super built-up  Area,Ready To Move,Varthur,3 BHK,,2160,3,2,0,47,170
Super built-up  Area,18-May,Anekal,2 BHK,Aavelis,1140,2,2,1,144,52
Super built-up  Area,Ready To Move,Thigalarapalya,2 BHK,,1297,2,2,0,30,98
Super built-up  Area,Ready To Move,Padmanabhanagar,2 BHK,Shers S,1150,2,0,0,132,50
Super built-up  Area,Ready To Move,Kuvempu Nagar,2 BHK,,1375,2,1,1,67,45
Super built-up  Area,Ready To Move,Babusapalaya,2 BHK,Veisear,1245,2,2,0,7,58
Super built-up  Area,18-Mar,Vasanth nagar,4 BHK,Prian E,4750,6,1,1,67,948
Built-up  Area,Ready To Move,Nagarbhavi,4 Bedroom,,1800,3,0,0,60,180
Super built-up  Area,Ready To Move,Brookefield,3 BHK,Mapleer,1594,3,2,0,184,140
Plot  Area,Ready To Move,TC Palaya,3 Bedroom,,1200,2,0,0,81,66
Super built-up  Area,18-Aug,Chandapura,1 BHK,SunceEs,645,1,1,0,195,16.45
Super built-up  Area,20-Dec,Kanakpura Road,2 BHK,PrarePa,700,2,2,0,140,36
Built-up  Area,Ready To Move,Rajaji Nagar,5 Bedroom,,2500,4,0,0,151,650
Built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,Arnis A,1000,2,0,0,154,50
Plot  Area,Ready To Move,Whitefield,6 Bedroom,Adowslm,4000,5,1,1,103,540
Super built-up  Area,Ready To Move,Begur Road,2 BHK,,1160,2,2,0,138,42
Plot  Area,Ready To Move,Uday Nagar,6 Bedroom,,1200,6,0,1,132,85
Plot  Area,Ready To Move,OMBR Layout,5 Bedroom,,600,3,0,1,2,140
Super built-up  Area,Ready To Move,Gopalkrishna Nagar,3 BHK,MJarlPe,1570,2,2,1,21,95
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Adeatlm,1290,2,2,1,128,88
Super built-up  Area,Ready To Move,Kudlu Gate,2 BHK,,1200,2,1,0,106,44.4
Super built-up  Area,20-Apr,Langford Gardens,3 BHK,Soond R,2777.29,5,2,0,97,649
Super built-up  Area,Ready To Move,Shanti Nagar,3 BHK,VentsAp,2250,3,0,1,94,180
Built-up  Area,Ready To Move,Defence Colony,2 BHK,Inshath,1270,2,,0,73,172
Super built-up  Area,Ready To Move,Akshayanagara East,2 BHK,Prncyay,1145,2,2,0,44,44
Super built-up  Area,Ready To Move,Chikkabanavar,3 BHK,,1320,2,2,0,59,46
Built-up  Area,18-Aug,Electronic City Phase II,2 BHK,Sryalan,1065,2,1,0,162,30.75
Built-up  Area,18-Mar,Whitefield,3 BHK,MKensi ,1650,3,2,1,141,48
Super built-up  Area,18-Apr,Sarjapur  Road,2 BHK,PualeSk,1371,2,1,1,13,86
